_input_row,candidate_formula,central_site_index,central_label,central_species,central_magmom,central_frac_coords,n_detected_shells,total_magnetization,volume,mag_per_volume,shell1_count,shell1_nspecies,shell1_site_indices,shell1_labels,shell1_site_labels,shell1_species,shell1_magmoms,shell1_distances_A,shell1_images,shell2_count,shell2_nspecies,shell2_site_indices,shell2_labels,shell2_site_labels,shell2_species,shell2_magmoms,shell2_distances_A,shell2_images,shell3_count,shell3_nspecies,shell3_site_indices,shell3_labels,shell3_site_labels,shell3_species,shell3_magmoms,shell3_distances_A,shell3_images,shell4_count,shell4_nspecies,shell4_site_indices,shell4_labels,shell4_site_labels,shell4_species,shell4_magmoms,shell4_distances_A,shell4_images
23,Al6Fe5Co5Cu5Ni11,18,Ni₈,Ni,0.313,"0.245425,0.502287,0.742891",4,22.592,375.2655076,0.060202709,11,5,2;26;7;13;30;1;5;28;14;11;20,"Al₃@(-1, 0, 0);Co₅@(0, 0, 0);Fe₂@(-1, 0, 0);Ni₃@(-1, 0, 0);Cu₄@(0, 0, 0);Al₂@(0, 0, 1);Al₆@(0, 0, 0);Cu₂@(0, 0, 1);Ni₄@(0, 0, 0);Ni₁@(0, 0, 0);Ni₁₀@(0, 0, 0)",Al₃;Co₅;Fe₂;Ni₃;Cu₄;Al₂;Al₆;Cu₂;Ni₄;Ni₁;Ni₁₀,Al;Co;Fe;Ni;Cu;Al;Al;Cu;Ni;Ni;Ni,-0.029000;1.515000;2.594000;0.511000;0.021000;-0.027000;-0.023000;0.022000;0.332000;0.432000;0.132000,2.5012;2.5392;2.5437;2.5490;2.5507;2.5537;2.5544;2.5622;2.5641;2.5796;2.5803,"(-1, 0, 0);(0, 0, 0);(-1, 0, 0);(-1, 0, 0);(0, 0, 0);(0, 0, 1);(0, 0, 0);(0, 0, 1);(0, 0, 0);(0, 0, 0);(0, 0, 0)",1,1,9,"Fe₄@(0, 0, 1)",Fe₄,Fe,2.485000,2.7070,"(0, 0, 1)",4,2,15;31;19;31,"Ni₅@(0, 0, 0);Cu₅@(0, 1, 0);Ni₉@(-1, 0, 0);Cu₅@(0, 0, 0)",Ni₅;Cu₅;Ni₉;Cu₅,Ni;Cu;Ni;Cu,0.338000;0.033000;0.226000;0.033000,3.5437;3.5635;3.5919;3.6026,"(0, 0, 0);(0, 1, 0);(-1, 0, 0);(0, 0, 0)",2,1,19;15,"Ni₉@(0, 0, 0);Ni₅@(0, 0, 1)",Ni₉;Ni₅,Ni;Ni,0.226000;0.338000,3.6588;3.6832,"(0, 0, 0);(0, 0, 1)"
23,Al6Fe5Co5Cu5Ni11,19,Ni₉,Ni,0.226,"0.750056,0.500143,0.753326",4,22.592,375.2655076,0.060202709,10,5,10;13;25;4;2;30;14;21;28;11,"Fe₅@(0, 0, 0);Ni₃@(0, 0, 0);Co₄@(0, 0, 1);Al₅@(0, 0, 1);Al₃@(0, 0, 0);Cu₄@(0, 0, 0);Ni₄@(0, 0, 0);Ni₁₁@(0, 0, 0);Cu₂@(1, 0, 1);Ni₁@(0, 0, 0)",Fe₅;Ni₃;Co₄;Al₅;Al₃;Cu₄;Ni₄;Ni₁₁;Cu₂;Ni₁,Fe;Ni;Co;Al;Al;Cu;Ni;Ni;Cu;Ni,2.531000;0.511000;1.269000;-0.005000;-0.029000;0.021000;0.332000;0.321000;0.022000;0.432000,2.5035;2.5107;2.5149;2.5153;2.5208;2.5263;2.5433;2.5501;2.5625;2.5745,"(0, 0, 0);(0, 0, 0);(0, 0, 1);(0, 0, 1);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(1, 0, 1);(0, 0, 0)",2,2,7;1,"Fe₂@(0, 0, 0);Al₂@(0, 0, 1)",Fe₂;Al₂,Fe;Al,2.594000;-0.027000,2.6074;2.6188,"(0, 0, 0);(0, 0, 1)",6,1,17;18;17;16;16;18,"Ni₇@(0, 0, 0);Ni₈@(1, 0, 0);Ni₇@(0, -1, 0);Ni₆@(0, 0, 1);Ni₆@(0, 0, 0);Ni₈@(0, 0, 0)",Ni₇;Ni₈;Ni₇;Ni₆;Ni₆;Ni₈,Ni;Ni;Ni;Ni;Ni;Ni,0.275000;0.313000;0.275000;0.332000;0.332000;0.313000,3.5642;3.5919;3.6014;3.6058;3.6190;3.6588,"(0, 0, 0);(1, 0, 0);(0, -1, 0);(0, 0, 1);(0, 0, 0);(0, 0, 0)",8,4,0;12;27;5;22;29;20;23,"Al₁@(0, 0, 0);Ni₂@(0, 0, 1);Cu₁@(0, 0, 0);Al₆@(0, 0, 0);Co₁@(0, 0, 0);Cu₃@(1, 0, 1);Ni₁₀@(1, 0, 0);Co₂@(0, 0, 0)",Al₁;Ni₂;Cu₁;Al₆;Co₁;Cu₃;Ni₁₀;Co₂,Al;Ni;Cu;Al;Co;Cu;Ni;Co,-0.029000;0.188000;0.013000;-0.023000;1.458000;0.036000;0.132000;1.287000,4.2832;4.3003;4.3476;4.3524;4.3626;4.3653;4.3770;4.3796,"(0, 0, 0);(0, 0, 1);(0, 0, 0);(0, 0, 0);(0, 0, 0);(1, 0, 1);(1, 0, 0);(0, 0, 0)"
23,Al6Fe5Co5Cu5Ni11,20,Ni₁₀,Ni,0.132,"0.244303,0.247290,0.995616",4,22.592,375.2655076,0.060202709,6,3,1;0;8;28;27;31,"Al₂@(0, 0, 1);Al₁@(0, 0, 0);Fe₃@(0, 0, 1);Cu₂@(0, 0, 1);Cu₁@(-1, 0, 0);Cu₅@(0, 0, 0)",Al₂;Al₁;Fe₃;Cu₂;Cu₁;Cu₅,Al;Al;Fe;Cu;Cu;Cu,-0.027000;-0.029000;2.442000;0.022000;0.013000;0.033000,2.4323;2.4455;2.4910;2.4940;2.5152;2.5194,"(0, 0, 1);(0, 0, 0);(0, 0, 1);(0, 0, 1);(-1, 0, 0);(0, 0, 0)",5,2,29;15;13;18;14,"Cu₃@(0, 0, 1);Ni₅@(0, 0, 1);Ni₃@(-1, 0, 0);Ni₈@(0, 0, 0);Ni₄@(0, 0, 0)",Cu₃;Ni₅;Ni₃;Ni₈;Ni₄,Cu;Ni;Ni;Ni;Ni,0.036000;0.338000;0.511000;0.313000;0.332000,2.5422;2.5594;2.5623;2.5803;2.6045,"(0, 0, 1);(0, 0, 1);(-1, 0, 0);(0, 0, 0);(0, 0, 0)",1,1,23,"Co₂@(0, 0, 1)",Co₂,Co,1.287000,2.6732,"(0, 0, 1)",6,2,9;26;25;25;9;26,"Fe₄@(0, -1, 1);Co₅@(0, 0, 0);Co₄@(0, 0, 1);Co₄@(-1, 0, 1);Fe₄@(0, 0, 1);Co₅@(0, 0, 1)",Fe₄;Co₅;Co₄;Co₄;Fe₄;Co₅,Fe;Co;Co;Co;Fe;Co,2.485000;1.515000;1.269000;1.269000;2.485000;1.515000,3.5489;3.5856;3.6231;3.6265;3.6275;3.6396,"(0, -1, 1);(0, 0, 0);(0, 0, 1);(-1, 0, 1);(0, 0, 1);(0, 0, 1)"
23,Al6Fe5Co5Cu5Ni11,21,Ni₁₁,Ni,0.321,"0.748333,0.747963,0.499468",4,22.592,375.2655076,0.060202709,10,5,3;2;11;16;24;19;17;12;30;7,"Al₄@(0, 1, 0);Al₃@(0, 0, 0);Ni₁@(0, 0, 0);Ni₆@(0, 0, 0);Co₃@(1, 0, 0);Ni₉@(0, 0, 0);Ni₇@(0, 0, 0);Ni₂@(0, 0, 0);Cu₄@(0, 0, 0);Fe₂@(0, 0, 0)",Al₄;Al₃;Ni₁;Ni₆;Co₃;Ni₉;Ni₇;Ni₂;Cu₄;Fe₂,Al;Al;Ni;Ni;Co;Ni;Ni;Ni;Cu;Fe,-0.032000;-0.029000;0.432000;0.332000;1.185000;0.226000;0.275000;0.188000;0.021000;2.594000,2.4970;2.5193;2.5362;2.5402;2.5405;2.5501;2.5523;2.5646;2.5680;2.5695,"(0, 1, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(1, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0)",2,2,22;6,"Co₁@(0, 1, 0);Fe₁@(1, 1, 0)",Co₁;Fe₁,Co;Fe,1.458000;2.445000,2.6011;2.6333,"(0, 1, 0);(1, 1, 0)",3,2,5;4;10,"Al₆@(0, 0, 0);Al₅@(0, 0, 0);Fe₅@(0, 0, 0)",Al₆;Al₅;Fe₅,Al;Al;Fe,-0.023000;-0.005000;2.531000,3.4712;3.5481;3.5500,"(0, 0, 0);(0, 0, 0);(0, 0, 0)",2,2,10;4,"Fe₅@(0, 1, 0);Al₅@(0, 0, 1)",Fe₅;Al₅,Fe;Al,2.531000;-0.005000,3.6171;3.6792,"(0, 1, 0);(0, 0, 1)"
23,Al6Fe5Co5Cu5Ni11,22,Co₁,Co,1.458,"0.499009,0.009017,0.501371",4,22.592,375.2655076,0.060202709,7,4,23;14;26;10;3;5;8,"Co₂@(0, 0, 0);Ni₄@(0, 0, 0);Co₅@(0, 0, 0);Fe₅@(0, 0, 0);Al₄@(0, 0, 0);Al₆@(0, -1, 0);Fe₃@(0, 0, 0)",Co₂;Ni₄;Co₅;Fe₅;Al₄;Al₆;Fe₃,Co;Ni;Co;Fe;Al;Al;Fe,1.287000;0.332000;1.515000;2.531000;-0.032000;-0.023000;2.442000,2.4539;2.4638;2.4780;2.4960;2.5042;2.5285;2.5299,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, -1, 0);(0, 0, 0)",4,2,31;17;21;30,"Cu₅@(0, 0, 0);Ni₇@(0, -1, 0);Ni₁₁@(0, -1, 0);Cu₄@(0, -1, 0)",Cu₅;Ni₇;Ni₁₁;Cu₄,Cu;Ni;Ni;Cu,0.033000;0.275000;0.321000;0.021000,2.5541;2.5576;2.6011;2.6154,"(0, 0, 0);(0, -1, 0);(0, -1, 0);(0, -1, 0)",1,1,12,"Ni₂@(0, -1, 0)",Ni₂,Ni,0.188000,2.6583,"(0, -1, 0)",3,3,11;0;6,"Ni₁@(0, 0, 0);Al₁@(0, 0, 0);Fe₁@(0, 0, 0)",Ni₁;Al₁;Fe₁,Ni;Al;Fe,0.432000;-0.029000;2.445000,3.4860;3.5411;3.5796,"(0, 0, 0);(0, 0, 0);(0, 0, 0)"
23,Al6Fe5Co5Cu5Ni11,23,Co₂,Co,1.287,"0.503307,0.249648,0.259215",4,22.592,375.2655076,0.060202709,9,4,22;11;8;16;1;15;3;10;26,"Co₁@(0, 0, 0);Ni₁@(0, 0, 0);Fe₃@(0, 0, 0);Ni₆@(0, 0, 0);Al₂@(0, 0, 0);Ni₅@(0, 0, 0);Al₄@(0, 0, 0);Fe₅@(0, 0, 0);Co₅@(0, 0, 0)",Co₁;Ni₁;Fe₃;Ni₆;Al₂;Ni₅;Al₄;Fe₅;Co₅,Co;Ni;Fe;Ni;Al;Ni;Al;Fe;Co,1.458000;0.432000;2.442000;0.332000;-0.027000;0.338000;-0.032000;2.531000;1.515000,2.4539;2.4633;2.4728;2.5048;2.5060;2.5106;2.5142;2.5158;2.5203,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0)",2,2,0;25,"Al₁@(0, 0, -1);Co₄@(0, 0, 0)",Al₁;Co₄,Al;Co,-0.029000;1.269000,2.5548;2.5611,"(0, 0, -1);(0, 0, 0)",1,1,20,"Ni₁₀@(0, 0, -1)",Ni₁₀,Ni,0.132000,2.6732,"(0, 0, -1)",2,1,14;12,"Ni₄@(0, 0, 0);Ni₂@(0, -1, 0)",Ni₄;Ni₂,Ni;Ni,0.332000;0.188000,3.4844;3.5658,"(0, 0, 0);(0, -1, 0)"
23,Al6Fe5Co5Cu5Ni11,24,Co₃,Co,1.185,"0.004982,0.754215,0.260302",4,22.592,375.2655076,0.060202709,4,2,9;5;7;6,"Fe₄@(0, 0, 0);Al₆@(0, 0, 0);Fe₂@(-1, 0, 0);Fe₁@(0, 1, 0)",Fe₄;Al₆;Fe₂;Fe₁,Fe;Al;Fe;Fe,2.485000;-0.023000;2.594000;2.445000,2.4347;2.5064;2.5065;2.5128,"(0, 0, 0);(0, 0, 0);(-1, 0, 0);(0, 1, 0)",8,4,21;4;3;8;27;15;16;28,"Ni₁₁@(-1, 0, 0);Al₅@(-1, 0, 0);Al₄@(-1, 1, 0);Fe₃@(0, 1, 0);Cu₁@(-1, 1, -1);Ni₅@(0, 0, 0);Ni₆@(-1, 0, 0);Cu₂@(0, 0, 0)",Ni₁₁;Al₅;Al₄;Fe₃;Cu₁;Ni₅;Ni₆;Cu₂,Ni;Al;Al;Fe;Cu;Ni;Ni;Cu,0.321000;-0.005000;-0.032000;2.442000;0.013000;0.338000;0.332000;0.022000,2.5405;2.5524;2.5683;2.5948;2.6015;2.6023;2.6245;2.6380,"(-1, 0, 0);(-1, 0, 0);(-1, 1, 0);(0, 1, 0);(-1, 1, -1);(0, 0, 0);(-1, 0, 0);(0, 0, 0)",2,2,2;29,"Al₃@(-1, 0, 0);Cu₃@(0, 1, 0)",Al₃;Cu₃,Al;Cu,-0.029000;0.036000,3.4792;3.5747,"(-1, 0, 0);(0, 1, 0)",3,2,12;29;12,"Ni₂@(-1, 0, 0);Cu₃@(0, 0, 0);Ni₂@(0, 0, 0)",Ni₂;Cu₃;Ni₂,Ni;Cu;Ni,0.188000;0.036000;0.188000,3.5867;3.5940;3.6708,"(-1, 0, 0);(0, 0, 0);(0, 0, 0)"
23,Al6Fe5Co5Cu5Ni11,25,Co₄,Co,1.269,"0.744073,0.252020,-0.000012",4,22.592,375.2655076,0.060202709,9,4,0;1;19;16;27;23;17;28;29,"Al₁@(0, 0, -1);Al₂@(0, 0, 0);Ni₉@(0, 0, -1);Ni₆@(0, 0, 0);Cu₁@(0, 0, -1);Co₂@(0, 0, 0);Ni₇@(0, -1, -1);Cu₂@(1, 0, 0);Cu₃@(1, 0, 0)",Al₁;Al₂;Ni₉;Ni₆;Cu₁;Co₂;Ni₇;Cu₂;Cu₃,Al;Al;Ni;Ni;Cu;Co;Ni;Cu;Cu,-0.029000;-0.027000;0.226000;0.332000;0.013000;1.287000;0.275000;0.022000;0.036000,2.4735;2.4925;2.5149;2.5304;2.5434;2.5611;2.5646;2.5649;2.5655,"(0, 0, -1);(0, 0, 0);(0, 0, -1);(0, 0, 0);(0, 0, -1);(0, 0, 0);(0, -1, -1);(1, 0, 0);(1, 0, 0)",3,2,14;13;3,"Ni₄@(0, 0, -1);Ni₃@(0, 0, -1);Al₄@(0, 0, 0)",Ni₄;Ni₃;Al₄,Ni;Ni;Al,0.332000;0.511000;-0.032000,2.5771;2.5949;2.6073,"(0, 0, -1);(0, 0, -1);(0, 0, 0)",2,2,4;10,"Al₅@(0, 0, 0);Fe₅@(0, 0, -1)",Al₅;Fe₅,Al;Fe,-0.005000;2.531000,3.4858;3.5447,"(0, 0, 0);(0, 0, -1)",4,3,20;20;10;4,"Ni₁₀@(0, 0, -1);Ni₁₀@(1, 0, -1);Fe₅@(0, 0, 0);Al₅@(0, -1, 0)",Ni₁₀;Ni₁₀;Fe₅;Al₅,Ni;Ni;Fe;Al,0.132000;0.132000;2.531000;-0.005000,3.6231;3.6265;3.6798;3.6838,"(0, 0, -1);(1, 0, -1);(0, 0, 0);(0, -1, 0)"
23,Al6Fe5Co5Cu5Ni11,26,Co₅,Co,1.515,"0.251348,0.247383,0.499362",4,22.592,375.2655076,0.060202709,10,4,8;6;22;15;14;23;31;18;7;11,"Fe₃@(0, 0, 0);Fe₁@(0, 0, 0);Co₁@(0, 0, 0);Ni₅@(0, 0, 0);Ni₄@(0, 0, 0);Co₂@(0, 0, 0);Cu₅@(0, 0, 0);Ni₈@(0, 0, 0);Fe₂@(-1, 0, 0);Ni₁@(0, 0, 0)",Fe₃;Fe₁;Co₁;Ni₅;Ni₄;Co₂;Cu₅;Ni₈;Fe₂;Ni₁,Fe;Fe;Co;Ni;Ni;Co;Cu;Ni;Fe;Ni,2.442000;2.445000;1.458000;0.338000;0.332000;1.287000;0.033000;0.313000;2.594000;0.432000,2.4649;2.4761;2.4780;2.4997;2.5050;2.5203;2.5271;2.5392;2.5465;2.5482,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(-1, 0, 0);(0, 0, 0)",2,2,13;29,"Ni₃@(-1, 0, 0);Cu₃@(0, 0, 0)",Ni₃;Cu₃,Ni;Cu,0.511000;0.036000,2.5663;2.5841,"(-1, 0, 0);(0, 0, 0)",5,3,5;10;20;5;20,"Al₆@(0, 0, 0);Fe₅@(0, 0, 0);Ni₁₀@(0, 0, 0);Al₆@(0, -1, 0);Ni₁₀@(0, 0, -1)",Al₆;Fe₅;Ni₁₀;Al₆;Ni₁₀,Al;Fe;Ni;Al;Ni,-0.023000;2.531000;0.132000;-0.023000;0.132000,3.5607;3.5792;3.5856;3.6135;3.6396,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, -1, 0);(0, 0, -1)",1,1,10,"Fe₅@(-1, 0, 0)",Fe₅,Fe,2.531000,3.6718,"(-1, 0, 0)"
23,Al6Fe5Co5Cu5Ni11,27,Cu₁,Cu,0.013,"0.994645,0.003558,0.998226",4,22.592,375.2655076,0.060202709,10,5,20;17;29;25;9;13;4;31;24;3,"Ni₁₀@(1, 0, 0);Ni₇@(0, -1, 0);Cu₃@(1, 0, 1);Co₄@(0, 0, 1);Fe₄@(1, -1, 1);Ni₃@(0, 0, 0);Al₅@(0, -1, 1);Cu₅@(1, 0, 0);Co₃@(1, -1, 1);Al₄@(0, 0, 1)",Ni₁₀;Ni₇;Cu₃;Co₄;Fe₄;Ni₃;Al₅;Cu₅;Co₃;Al₄,Ni;Ni;Cu;Co;Fe;Ni;Al;Cu;Co;Al,0.132000;0.275000;0.036000;1.269000;2.485000;0.511000;-0.005000;0.033000;1.185000;-0.032000,2.5152;2.5205;2.5354;2.5434;2.5503;2.5578;2.5609;2.5729;2.6015;2.6132,"(1, 0, 0);(0, -1, 0);(1, 0, 1);(0, 0, 1);(1, -1, 1);(0, 0, 0);(0, -1, 1);(1, 0, 0);(1, -1, 1);(0, 0, 1)",2,2,2;8,"Al₃@(0, -1, 0);Fe₃@(1, 0, 1)",Al₃;Fe₃,Al;Fe,-0.029000;2.442000,2.6177;2.6251,"(0, -1, 0);(1, 0, 1)",4,3,28;6;0;6,"Cu₂@(1, 0, 1);Fe₁@(1, 0, 0);Al₁@(1, 0, 0);Fe₁@(1, 0, 1)",Cu₂;Fe₁;Al₁;Fe₁,Cu;Fe;Al;Fe,0.022000;2.445000;-0.029000;2.445000,3.5265;3.6003;3.6200;3.6261,"(1, 0, 1);(1, 0, 0);(1, 0, 0);(1, 0, 1)",2,2,0;28,"Al₁@(0, 0, 0);Cu₂@(1, -1, 1)",Al₁;Cu₂,Al;Cu,-0.029000;0.022000,3.6326;3.6402,"(0, 0, 0);(1, -1, 1)"
23,Al6Fe5Co5Cu5Ni11,28,Cu₂,Cu,0.022,"0.003308,0.495616,0.000974",4,22.592,375.2655076,0.060202709,9,5,29;4;20;9;13;18;19;25;15,"Cu₃@(0, 0, 0);Al₅@(-1, 0, 0);Ni₁₀@(0, 0, -1);Fe₄@(0, 0, 0);Ni₃@(-1, 0, -1);Ni₈@(0, 0, -1);Ni₉@(-1, 0, -1);Co₄@(-1, 0, 0);Ni₅@(0, 0, 0)",Cu₃;Al₅;Ni₁₀;Fe₄;Ni₃;Ni₈;Ni₉;Co₄;Ni₅,Cu;Al;Ni;Fe;Ni;Ni;Ni;Co;Ni,0.036000;-0.005000;0.132000;2.485000;0.511000;0.313000;0.226000;1.269000;0.338000,2.4826;2.4860;2.4940;2.5382;2.5486;2.5622;2.5625;2.5649;2.5675,"(0, 0, 0);(-1, 0, 0);(0, 0, -1);(0, 0, 0);(-1, 0, -1);(0, 0, -1);(-1, 0, -1);(-1, 0, 0);(0, 0, 0)",3,3,2;16;24,"Al₃@(-1, 0, -1);Ni₆@(-1, 0, 0);Co₃@(0, 0, 0)",Al₃;Ni₆;Co₃,Al;Ni;Co,-0.029000;0.332000;1.185000,2.5910;2.5939;2.6380,"(-1, 0, -1);(-1, 0, 0);(0, 0, 0)",3,3,1;27;7,"Al₂@(0, 0, 0);Cu₁@(-1, 0, -1);Fe₂@(-1, 0, 0)",Al₂;Cu₁;Fe₂,Al;Cu;Fe,-0.027000;0.013000;2.594000,3.5029;3.5265;3.5524,"(0, 0, 0);(-1, 0, -1);(-1, 0, 0)",2,2,27;7,"Cu₁@(-1, 1, -1);Fe₂@(-1, 0, -1)",Cu₁;Fe₂,Cu;Fe,0.013000;2.594000,3.6402;3.6725,"(-1, 1, -1);(-1, 0, -1)"
23,Al6Fe5Co5Cu5Ni11,29,Cu₃,Cu,0.036,"-0.001129,0.252897,0.246668",4,22.592,375.2655076,0.060202709,10,5,7;28;16;15;3;8;6;27;20;25,"Fe₂@(-1, 0, 0);Cu₂@(0, 0, 0);Ni₆@(-1, 0, 0);Ni₅@(0, 0, 0);Al₄@(-1, 0, 0);Fe₃@(0, 0, 0);Fe₁@(0, 0, 0);Cu₁@(-1, 0, -1);Ni₁₀@(0, 0, -1);Co₄@(-1, 0, 0)",Fe₂;Cu₂;Ni₆;Ni₅;Al₄;Fe₃;Fe₁;Cu₁;Ni₁₀;Co₄,Fe;Cu;Ni;Ni;Al;Fe;Fe;Cu;Ni;Co,2.594000;0.022000;0.332000;0.338000;-0.032000;2.442000;2.445000;0.013000;0.132000;1.269000,2.4813;2.4826;2.5193;2.5218;2.5327;2.5337;2.5343;2.5354;2.5422;2.5655,"(-1, 0, 0);(0, 0, 0);(-1, 0, 0);(0, 0, 0);(-1, 0, 0);(0, 0, 0);(0, 0, 0);(-1, 0, -1);(0, 0, -1);(-1, 0, 0)",2,2,26;10,"Co₅@(0, 0, 0);Fe₅@(-1, 0, 0)",Co₅;Fe₅,Co;Fe,1.515000;2.531000,2.5841;2.6448,"(0, 0, 0);(-1, 0, 0)",6,2,24;13;23;24;13;23,"Co₃@(0, -1, 0);Ni₃@(-1, 0, 0);Co₂@(-1, 0, 0);Co₃@(0, 0, 0);Ni₃@(-1, 0, -1);Co₂@(0, 0, 0)",Co₃;Ni₃;Co₂;Co₃;Ni₃;Co₂,Co;Ni;Co;Co;Ni;Co,1.185000;0.511000;1.287000;1.185000;0.511000;1.287000,3.5747;3.5934;3.5937;3.5940;3.6313;3.6578,"(0, -1, 0);(-1, 0, 0);(-1, 0, 0);(0, 0, 0);(-1, 0, -1);(0, 0, 0)",4,2,4;1;9;9,"Al₅@(-1, 0, 0);Al₂@(0, 0, 0);Fe₄@(0, 0, 0);Fe₄@(0, -1, 0)",Al₅;Al₂;Fe₄;Fe₄,Al;Al;Fe;Fe,-0.005000;-0.027000;2.485000;2.485000,4.2498;4.2846;4.3078;4.3155,"(-1, 0, 0);(0, 0, 0);(0, 0, 0);(0, -1, 0)"
23,Al6Fe5Co5Cu5Ni11,30,Cu₄,Cu,0.021,"0.500960,0.746731,0.753691",4,22.592,375.2655076,0.060202709,11,4,19;17;18;21;5;31;11;0;1;22;4,"Ni₉@(0, 0, 0);Ni₇@(0, 0, 0);Ni₈@(0, 0, 0);Ni₁₁@(0, 0, 0);Al₆@(0, 0, 0);Cu₅@(0, 1, 0);Ni₁@(0, 0, 0);Al₁@(0, 1, 0);Al₂@(0, 0, 1);Co₁@(0, 1, 0);Al₅@(0, 0, 1)",Ni₉;Ni₇;Ni₈;Ni₁₁;Al₆;Cu₅;Ni₁;Al₁;Al₂;Co₁;Al₅,Ni;Ni;Ni;Ni;Al;Cu;Ni;Al;Al;Co;Al,0.226000;0.275000;0.313000;0.321000;-0.023000;0.033000;0.432000;-0.029000;-0.027000;1.458000;-0.005000,2.5263;2.5434;2.5507;2.5680;2.5723;2.5796;2.5874;2.5949;2.6001;2.6154;2.6204,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 1, 0);(0, 0, 0);(0, 1, 0);(0, 0, 1);(0, 1, 0);(0, 0, 1)",1,1,9,"Fe₄@(0, 0, 1)",Fe₄,Fe,2.485000,2.6989,"(0, 0, 1)",2,1,12;14,"Ni₂@(0, 0, 1);Ni₄@(0, 0, 0)",Ni₂;Ni₄,Ni;Ni,0.188000;0.332000,3.4872;3.5416,"(0, 0, 1);(0, 0, 0)",3,2,2;14;2,"Al₃@(0, 0, 0);Ni₄@(0, 1, 0);Al₃@(-1, 0, 0)",Al₃;Ni₄;Al₃,Al;Ni;Al,-0.029000;0.332000;-0.029000,3.6075;3.6262;3.6436,"(0, 0, 0);(0, 1, 0);(-1, 0, 0)"
23,Al6Fe5Co5Cu5Ni11,31,Cu₅,Cu,0.033,"0.247647,-0.000459,0.748719",4,22.592,375.2655076,0.060202709,10,5,0;6;20;26;22;2;14;27;13;30,"Al₁@(0, 0, 0);Fe₁@(0, 0, 0);Ni₁₀@(0, 0, 0);Co₅@(0, 0, 0);Co₁@(0, 0, 0);Al₃@(-1, -1, 0);Ni₄@(0, 0, 0);Cu₁@(-1, 0, 0);Ni₃@(-1, 0, 0);Cu₄@(0, -1, 0)",Al₁;Fe₁;Ni₁₀;Co₅;Co₁;Al₃;Ni₄;Cu₁;Ni₃;Cu₄,Al;Fe;Ni;Co;Co;Al;Ni;Cu;Ni;Cu,-0.029000;2.445000;0.132000;1.515000;1.458000;-0.029000;0.332000;0.013000;0.511000;0.021000,2.5038;2.5128;2.5194;2.5271;2.5541;2.5622;2.5708;2.5729;2.5774;2.5796,"(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(0, 0, 0);(-1, -1, 0);(0, 0, 0);(-1, 0, 0);(-1, 0, 0);(0, -1, 0)",2,2,9;5,"Fe₄@(0, -1, 1);Al₆@(0, -1, 0)",Fe₄;Al₆,Fe;Al,2.485000;-0.023000,2.6526;2.6600,"(0, -1, 1);(0, -1, 0)",6,2,18;8;18;17;8;17,"Ni₈@(0, -1, 0);Fe₃@(0, 0, 0);Ni₈@(0, 0, 0);Ni₇@(-1, -1, 0);Fe₃@(0, 0, 1);Ni₇@(0, -1, 0)",Ni₈;Fe₃;Ni₈;Ni₇;Fe₃;Ni₇,Ni;Fe;Ni;Ni;Fe;Ni,0.313000;2.442000;0.313000;0.275000;2.442000;0.275000,3.5635;3.6017;3.6026;3.6133;3.6262;3.6359,"(0, -1, 0);(0, 0, 0);(0, 0, 0);(-1, -1, 0);(0, 0, 1);(0, -1, 0)",5,4,1;24;28;12;23,"Al₂@(0, 0, 1);Co₃@(0, -1, 0);Cu₂@(0, 0, 1);Ni₂@(0, -1, 1);Co₂@(0, 0, 0)",Al₂;Co₃;Cu₂;Ni₂;Co₂,Al;Co;Cu;Ni;Co,-0.027000;1.185000;0.022000;0.188000;1.287000,4.2761;4.3188;4.3735;4.3742;4.3746,"(0, 0, 1);(0, -1, 0);(0, 0, 1);(0, -1, 1);(0, 0, 0)"
